customer_id,campaign_id,channel,acquisition_date,first_purchase_value,email,city,age_group,is_repeat_customer,total_lifetime_value,total_orders
CUST_000047,CAMP_1001,Meta Feed,2024-08-22,5421.5,advikdhaliwal@example.net,Ahmedabad,45-54,False,5421.5,1
CUST_000048,CAMP_1001,Meta Feed,2024-08-24,4684.21,leeladhingra@example.net,Delhi,45-54,True,4684.21,1
CUST_000049,CAMP_1001,Meta Feed,2024-08-26,3494.82,siya28@example.com,Mumbai,45-54,False,3494.82,1
CUST_000050,CAMP_1001,Meta Feed,2024-08-26,6902.2,eshana56@example.net,Bangalore,45-54,False,6902.2,1
CUST_000051,CAMP_1001,Meta Feed,2024-08-28,3242.64,darika43@example.com,Delhi,45-54,True,3242.64,1
CUST_000052,CAMP_1001,Meta Feed,2024-08-29,1365.06,champak63@example.org,Kolkata,45-54,False,1365.06,1
CUST_000053,CAMP_1001,Meta Feed,2024-08-29,5053.3,lalsathvik@example.org,Bangalore,45-54,False,5053.3,1
CUST_000054,CAMP_1002,Email,2024-07-27,5635.35,warhisidhu@example.com,Mumbai,45-54,False,5635.35,1
CUST_000055,CAMP_1002,Email,2024-07-27,2968.72,raksha74@example.net,Delhi,45-54,False,2968.72,1
CUST_000056,CAMP_1002,Email,2024-07-27,2320.73,nitara37@example.net,Bangalore,45-54,False,2320.73,1
CUST_000057,CAMP_1002,Email,2024-07-28,7179.09,charitalala@example.net,Hyderabad,45-54,False,7179.09,1
CUST_000058,CAMP_1002,Email,2024-07-28,4280.48,samaekavir@example.net,Chennai,45-54,True,4280.48,1
CUST_000059,CAMP_1002,Email,2024-07-28,5459.67,zaid80@example.org,Mumbai,45-54,False,5459.67,1
CUST_000060,CAMP_1002,Email,2024-07-29,2603.91,urishillashah@example.org,Delhi,45-54,False,2603.91,1
CUST_000061,CAMP_1002,Email,2024-07-29,1044.61,daminimore@example.com,Delhi,45-54,False,1044.61,1
CUST_000062,CAMP_1002,Email,2024-07-29,5589.43,chaudrybanjeet@example.org,Ahmedabad,45-54,False,5589.43,1
CUST_000063,CAMP_1002,Email,2024-07-30,5959.01,masondar@example.net,Chennai,45-54,False,5959.01,1
CUST_000064,CAMP_1002,Email,2024-07-30,3544.83,anay29@example.org,Bangalore,45-54,False,3544.83,1
CUST_000065,CAMP_1002,Email,2024-07-30,2486.21,sridharaarnav@example.net,Chennai,45-54,False,2486.21,1
CUST_000066,CAMP_1002,Email,2024-07-31,4757.69,widisha77@example.net,Kolkata,45-54,False,4757.69,1
CUST_000067,CAMP_1002,Email,2024-07-31,4052.36,ychana@example.net,Ahmedabad,45-54,False,4052.36,1
CUST_000068,CAMP_1002,Email,2024-07-31,1467.51,venkateshanjali@example.com,Delhi,45-54,False,1467.51,1
CUST_000069,CAMP_1002,Email,2024-08-01,7218.45,siddharth04@example.org,Bangalore,45-54,False,7218.45,1
CUST_000070,CAMP_1002,Email,2024-08-01,6053.22,isaac10@example.com,Ahmedabad,45-54,False,6053.22,1
CUST_000071,CAMP_1002,Email,2024-08-01,5950.05,galabhavika@example.net,Mumbai,45-54,True,5950.05,1
CUST_000072,CAMP_1002,Email,2024-08-02,6218.56,dixitwatika@example.net,Mumbai,45-54,False,6218.56,1
CUST_000073,CAMP_1002,Email,2024-08-02,1142.62,chandranbhat@example.org,Bangalore,45-54,False,1142.62,1
CUST_000074,CAMP_1002,Email,2024-08-02,1727.23,anitashere@example.net,Chennai,45-54,False,1727.23,1
CUST_000075,CAMP_1002,Email,2024-08-03,7425.82,simonjha@example.com,Bangalore,45-54,True,7425.82,1
CUST_000076,CAMP_1002,Email,2024-08-03,5781.83,bbir@example.org,Pune,45-54,False,5781.83,1
CUST_000077,CAMP_1002,Email,2024-08-03,5689.8,bsodhi@example.net,Chennai,45-54,True,5689.8,1
CUST_000078,CAMP_1002,Email,2024-08-04,732.86,padmanabhanpahal@example.org,Kolkata,45-54,False,732.86,1
CUST_000079,CAMP_1002,Email,2024-08-04,2612.02,owen52@example.net,Bangalore,45-54,False,2612.02,1
CUST_000080,CAMP_1002,Email,2024-08-04,938.28,jhaverikrishna@example.com,Pune,45-54,False,938.28,1
CUST_000081,CAMP_1002,Email,2024-08-05,6040.55,bmallick@example.com,Ahmedabad,45-54,False,6040.55,1
CUST_000082,CAMP_1002,Email,2024-08-05,2516.01,bsen@example.net,Hyderabad,45-54,False,2516.01,1
CUST_000083,CAMP_1002,Email,2024-08-05,4626.58,enaidu@example.com,Chennai,45-54,False,4626.58,1
CUST_000084,CAMP_1002,Email,2024-08-06,1598.42,urvisundaram@example.org,Ahmedabad,45-54,False,1598.42,1
CUST_000085,CAMP_1002,Email,2024-08-06,3176.74,danielbhatnagar@example.com,Bangalore,45-54,True,3176.74,1
CUST_000086,CAMP_1002,Email,2024-08-06,982.18,anshnarayanan@example.net,Delhi,45-54,True,982.18,1
CUST_000087,CAMP_1002,Email,2024-08-07,3645.01,wahab09@example.net,Mumbai,45-54,True,3645.01,1
CUST_000088,CAMP_1002,Email,2024-08-07,5664.79,santmegha@example.net,Delhi,45-54,False,5664.79,1
CUST_000089,CAMP_1002,Email,2024-08-07,1093.29,ekavir74@example.org,Kolkata,45-54,True,1093.29,1
CUST_000090,CAMP_1002,Email,2024-08-08,3080.24,ichander@example.org,Kolkata,45-54,True,3080.24,1
CUST_000091,CAMP_1002,Email,2024-08-08,4710.65,tailorraghav@example.org,Delhi,45-54,False,4710.65,1
CUST_000092,CAMP_1002,Email,2024-08-08,4849.73,gmanda@example.net,Chennai,45-54,True,4849.73,1
CUST_000093,CAMP_1002,Email,2024-08-09,7234.58,ladligarde@example.org,Mumbai,45-54,True,7234.58,1
CUST_000094,CAMP_1002,Email,2024-08-09,3714.52,chavvirege@example.net,Pune,45-54,False,3714.52,1
CUST_000095,CAMP_1002,Email,2024-08-09,2834.67,pushti19@example.net,Chennai,45-54,False,2834.67,1
CUST_000096,CAMP_1002,Email,2024-08-10,7653.11,chawlafitan@example.com,Kolkata,45-54,False,7653.11,1
CUST_000097,CAMP_1002,Email,2024-08-10,2549.5,ikuruvilla@example.net,Chennai,45-54,False,2549.5,1
CUST_000098,CAMP_1002,Email,2024-08-10,7417.62,aadi70@example.com,Chennai,45-54,False,7417.62,1
CUST_000099,CAMP_1002,Email,2024-08-11,4468.84,sagarayaan@example.com,Mumbai,45-54,False,4468.84,1
CUST_000100,CAMP_1002,Email,2024-08-11,5304.26,walizarna@example.org,Delhi,45-54,False,5304.26,1
CUST_000101,CAMP_1002,Email,2024-08-11,4746.13,michael30@example.net,Delhi,45-54,True,4746.13,1
CUST_000102,CAMP_1002,Email,2024-08-12,2379.36,yochana02@example.com,Mumbai,45-54,False,2379.36,1
CUST_000103,CAMP_1002,Email,2024-08-12,6877.39,oviya71@example.net,Chennai,45-54,True,6877.39,1
CUST_000104,CAMP_1002,Email,2024-08-12,2524.9,deeparamachandran@example.org,Ahmedabad,45-54,False,2524.9,1
CUST_000105,CAMP_1002,Email,2024-08-13,1530.01,memonnidhi@example.net,Bangalore,45-54,False,1530.01,1
CUST_000106,CAMP_1002,Email,2024-08-13,6300.4,njohal@example.com,Pune,45-54,True,6300.4,1
CUST_000107,CAMP_1002,Email,2024-08-13,6763.71,arinkapadia@example.net,Ahmedabad,45-54,True,6763.71,1
CUST_000108,CAMP_1002,Email,2024-08-14,2976.38,dayitaganesan@example.org,Chennai,45-54,False,2976.38,1
CUST_000109,CAMP_1002,Email,2024-08-14,2571.92,sacharharini@example.org,Delhi,45-54,False,2571.92,1
CUST_000110,CAMP_1002,Email,2024-08-14,890.55,dhritisampath@example.org,Mumbai,45-54,True,890.55,1
CUST_000111,CAMP_1002,Email,2024-08-15,7233.16,chopragautami@example.net,Kolkata,45-54,False,7233.16,1
CUST_000112,CAMP_1002,Email,2024-08-15,1833.71,baralxavier@example.net,Pune,45-54,False,1833.71,1
CUST_000113,CAMP_1002,Email,2024-08-15,5588.49,bbakshi@example.org,Hyderabad,45-54,True,5588.49,1
CUST_000114,CAMP_1002,Email,2024-08-16,5547.59,pallatheodore@example.net,Mumbai,45-54,True,5547.59,1
CUST_000115,CAMP_1002,Email,2024-08-16,7243.76,anay78@example.org,Ahmedabad,45-54,False,7243.76,1
CUST_000116,CAMP_1002,Email,2024-08-16,3118.47,parekhikshita@example.com,Pune,45-54,True,3118.47,1
CUST_000117,CAMP_1002,Email,2024-08-17,4731.18,vivaan70@example.net,Ahmedabad,45-54,True,4731.18,1
CUST_000118,CAMP_1002,Email,2024-08-17,1477.88,ggopal@example.net,Pune,45-54,False,1477.88,1
CUST_000119,CAMP_1002,Email,2024-08-17,5409.95,mverma@example.org,Kolkata,45-54,False,5409.95,1
CUST_000120,CAMP_1002,Email,2024-08-18,3900.0,jackson48@example.com,Delhi,45-54,False,3900.0,1
CUST_000121,CAMP_1002,Email,2024-08-18,2025.66,hchandran@example.com,Kolkata,45-54,False,2025.66,1
CUST_000122,CAMP_1002,Email,2024-08-18,7225.9,aupadhyay@example.org,Hyderabad,45-54,True,7225.9,1
CUST_000123,CAMP_1002,Email,2024-08-19,3717.35,fariq03@example.com,Hyderabad,45-54,True,3717.35,1
CUST_000124,CAMP_1002,Email,2024-08-19,7174.75,anirudh82@example.org,Mumbai,45-54,True,7174.75,1
CUST_000125,CAMP_1002,Email,2024-08-19,6761.35,rkrishnan@example.org,Delhi,45-54,False,6761.35,1
CUST_000126,CAMP_1002,Email,2024-08-20,3402.95,chatura61@example.org,Mumbai,45-54,False,3402.95,1
CUST_000127,CAMP_1002,Email,2024-08-20,536.35,parikhwarda@example.com,Kolkata,45-54,False,536.35,1
CUST_000128,CAMP_1002,Email,2024-08-20,929.69,manansinha@example.org,Chennai,45-54,False,929.69,1
CUST_000129,CAMP_1002,Email,2024-08-21,2852.16,koshymichael@example.org,Delhi,45-54,False,2852.16,1
CUST_000130,CAMP_1002,Email,2024-08-21,6978.94,mitalibhardwaj@example.com,Ahmedabad,45-54,False,6978.94,1
CUST_000131,CAMP_1002,Email,2024-08-21,5038.21,aradhana83@example.org,Mumbai,45-54,False,5038.21,1
CUST_000132,CAMP_1002,Email,2024-08-22,7953.38,tejas68@example.org,Kolkata,45-54,False,7953.38,1
CUST_000133,CAMP_1002,Email,2024-08-22,2927.42,sandalluke@example.org,Mumbai,45-54,True,2927.42,1
CUST_000134,CAMP_1002,Email,2024-08-22,3658.91,ghoserachit@example.org,Delhi,45-54,True,3658.91,1
CUST_000135,CAMP_1002,Email,2024-08-23,2246.56,khalsahritik@example.net,Pune,45-54,False,2246.56,1
CUST_000136,CAMP_1002,Email,2024-08-23,2163.55,sheregagan@example.com,Ahmedabad,45-54,False,2163.55,1
CUST_000137,CAMP_1002,Email,2024-08-23,1056.3,malhotraunnati@example.net,Hyderabad,45-54,False,1056.3,1
CUST_000138,CAMP_1002,Email,2024-08-24,3348.99,sbalay@example.org,Mumbai,45-54,True,3348.99,1
CUST_000139,CAMP_1002,Email,2024-08-24,7128.5,ebutala@example.com,Hyderabad,45-54,False,7128.5,1
CUST_000140,CAMP_1002,Email,2024-08-24,6642.31,finngandhi@example.org,Pune,45-54,True,6642.31,1
CUST_000141,CAMP_1002,Email,2024-08-25,5911.5,jdey@example.net,Ahmedabad,45-54,False,5911.5,1
CUST_000142,CAMP_1002,Email,2024-08-25,678.9,mdatta@example.com,Ahmedabad,45-54,False,678.9,1
CUST_000143,CAMP_1002,Email,2024-08-25,3778.05,nattvivaan@example.net,Ahmedabad,45-54,False,3778.05,1
CUST_000144,CAMP_1002,Email,2024-08-26,4831.42,mohammed69@example.net,Chennai,45-54,False,4831.42,1
CUST_000145,CAMP_1002,Email,2024-08-26,4065.37,bordefaraj@example.org,Mumbai,45-54,False,4065.37,1
CUST_000146,CAMP_1002,Email,2024-08-26,1784.35,george48@example.org,Mumbai,45-54,False,1784.35,1
CUST_000147,CAMP_1002,Email,2024-08-27,2769.07,damini81@example.com,Chennai,45-54,False,2769.07,1
CUST_000148,CAMP_1002,Email,2024-08-27,7060.71,idikaswaminathan@example.net,Hyderabad,45-54,True,7060.71,1
CUST_000149,CAMP_1002,Email,2024-08-27,6980.73,nakul94@example.net,Mumbai,45-54,False,6980.73,1
CUST_000150,CAMP_1002,Email,2024-08-28,7632.21,chamelimurty@example.net,Mumbai,45-54,True,7632.21,1
CUST_000151,CAMP_1002,Email,2024-08-28,3109.88,mammenoliver@example.org,Pune,45-54,False,3109.88,1
CUST_000152,CAMP_1002,Email,2024-08-28,4037.16,leenapalan@example.org,Bangalore,45-54,False,4037.16,1
CUST_000153,CAMP_1002,Email,2024-08-29,6233.13,syogi@example.org,Ahmedabad,45-54,False,6233.13,1
CUST_000154,CAMP_1002,Email,2024-08-29,2155.43,hamsini44@example.net,Mumbai,45-54,False,2155.43,1
CUST_000155,CAMP_1002,Email,2024-08-29,3212.39,yashodhara04@example.com,Ahmedabad,45-54,True,3212.39,1
CUST_000156,CAMP_1002,Email,2024-08-30,5781.97,edhitha48@example.net,Ahmedabad,45-54,False,5781.97,1
CUST_000157,CAMP_1002,Email,2024-08-30,3460.98,srinivasraksha@example.org,Hyderabad,45-54,True,3460.98,1
CUST_000158,CAMP_1002,Email,2024-08-30,4861.42,hamsinikorpal@example.com,Kolkata,45-54,False,4861.42,1
CUST_000159,CAMP_1002,Email,2024-08-31,4225.05,kashvi68@example.org,Bangalore,45-54,False,4225.05,1
CUST_000160,CAMP_1002,Email,2024-08-31,7388.76,lekha57@example.org,Bangalore,45-54,False,7388.76,1
CUST_000161,CAMP_1002,Email,2024-08-31,4809.56,edwinwilliam@example.org,Chennai,45-54,False,4809.56,1
CUST_000162,CAMP_1002,Email,2024-09-01,5659.63,fnori@example.net,Mumbai,45-54,False,5659.63,1
CUST_000163,CAMP_1002,Email,2024-09-01,5827.97,fpingle@example.org,Kolkata,45-54,False,5827.97,1
CUST_000164,CAMP_1002,Email,2024-09-01,4258.71,cherianlipika@example.org,Delhi,45-54,True,4258.71,1
CUST_000165,CAMP_1002,Email,2024-09-02,2929.54,ksharaf@example.org,Chennai,45-54,False,2929.54,1
CUST_000166,CAMP_1002,Email,2024-09-02,1860.98,advika95@example.net,Ahmedabad,45-54,False,1860.98,1
CUST_000167,CAMP_1002,Email,2024-09-02,5555.85,hsama@example.com,Bangalore,45-54,False,5555.85,1
CUST_000168,CAMP_1002,Email,2024-09-03,6429.1,christopher00@example.com,Kolkata,45-54,True,6429.1,1
CUST_000169,CAMP_1002,Email,2024-09-03,1131.57,lborah@example.net,Chennai,45-54,True,1131.57,1
CUST_000170,CAMP_1002,Email,2024-09-03,7578.18,ekanta54@example.org,Mumbai,45-54,True,7578.18,1
CUST_000171,CAMP_1002,Email,2024-09-04,4368.41,vidhi58@example.org,Chennai,45-54,False,4368.41,1
CUST_000172,CAMP_1002,Email,2024-09-04,4459.8,pavani73@example.org,Bangalore,45-54,True,4459.8,1
CUST_000173,CAMP_1002,Email,2024-09-04,5765.66,raghav44@example.com,Delhi,45-54,False,5765.66,1
CUST_000174,CAMP_1002,Email,2024-09-05,2052.15,zaitrayadav@example.org,Chennai,45-54,False,2052.15,1
CUST_000175,CAMP_1002,Email,2024-09-05,7422.37,wardahans@example.org,Chennai,45-54,True,7422.37,1
CUST_000176,CAMP_1002,Email,2024-09-05,7980.51,ramakrishnansaanvi@example.com,Hyderabad,45-54,True,7980.51,1
CUST_000177,CAMP_1002,Email,2024-09-06,3265.42,nram@example.com,Mumbai,45-54,True,3265.42,1
CUST_000178,CAMP_1002,Email,2024-09-06,6224.0,vedantbhasin@example.net,Hyderabad,45-54,False,6224.0,1
CUST_000179,CAMP_1002,Email,2024-09-06,7234.45,emuni@example.net,Hyderabad,45-54,False,7234.45,1
CUST_000180,CAMP_1003,Meta Feed,2024-04-05,1315.66,udani@example.com,Chennai,45-54,False,1315.66,1
CUST_000181,CAMP_1003,Meta Feed,2024-04-07,3653.56,nagarridhi@example.com,Delhi,45-54,True,3653.56,1
CUST_000182,CAMP_1003,Meta Feed,2024-04-09,7694.78,dmody@example.com,Pune,45-54,False,7694.78,1
CUST_000183,CAMP_1003,Meta Feed,2024-04-10,6000.02,yashodharaoommen@example.net,Kolkata,45-54,False,6000.02,1
CUST_000184,CAMP_1003,Meta Feed,2024-04-16,3823.57,yachanabasak@example.com,Kolkata,45-54,False,3823.57,1
CUST_000185,CAMP_1003,Meta Feed,2024-04-17,858.28,ojha@example.org,Mumbai,45-54,False,858.28,1
CUST_000186,CAMP_1003,Meta Feed,2024-04-17,794.45,nitesh73@example.com,Hyderabad,45-54,False,794.45,1
CUST_000187,CAMP_1003,Meta Feed,2024-04-22,6949.37,bhasinoviya@example.net,Hyderabad,45-54,False,6949.37,1
CUST_000188,CAMP_1003,Meta Feed,2024-04-25,7064.08,barkha47@example.org,Mumbai,45-54,False,7064.08,1
CUST_000189,CAMP_1003,Meta Feed,2024-04-29,618.67,jeet80@example.org,Hyderabad,45-54,True,618.67,1
CUST_000190,CAMP_1004,Google Search,2024-01-19,6196.7,dhruvboase@example.com,Pune,45-54,False,6196.7,1
CUST_000191,CAMP_1004,Google Search,2024-01-19,7840.02,xgulati@example.net,Ahmedabad,45-54,True,7840.02,1
CUST_000192,CAMP_1004,Google Search,2024-01-19,1705.28,hardikchar@example.org,Hyderabad,45-54,False,1705.28,1
CUST_000193,CAMP_1004,Google Search,2024-01-20,4784.66,jravel@example.com,Kolkata,45-54,True,4784.66,1
CUST_000194,CAMP_1004,Google Search,2024-01-20,3549.33,zaitrabatta@example.org,Delhi,45-54,False,3549.33,1
CUST_000195,CAMP_1004,Google Search,2024-01-20,3299.68,otiwari@example.com,Pune,45-54,True,3299.68,1
CUST_000196,CAMP_1004,Google Search,2024-01-21,7827.21,dalajanarayan@example.com,Kolkata,45-54,False,7827.21,1
CUST_000197,CAMP_1004,Google Search,2024-01-21,2575.2,kalevrishti@example.com,Chennai,45-54,False,2575.2,1
CUST_000198,CAMP_1004,Google Search,2024-01-21,7928.59,onarayan@example.com,Delhi,45-54,True,7928.59,1
CUST_000199,CAMP_1004,Google Search,2024-01-22,4239.33,wkothari@example.org,Hyderabad,45-54,False,4239.33,1
CUST_000200,CAMP_1004,Google Search,2024-01-22,1628.28,dasspahal@example.net,Delhi,45-54,True,1628.28,1
CUST_000201,CAMP_1004,Google Search,2024-01-22,6306.07,gagan50@example.com,Bangalore,45-54,True,6306.07,1
CUST_000202,CAMP_1004,Google Search,2024-01-23,2724.71,vanyakapoor@example.org,Kolkata,45-54,False,2724.71,1
CUST_000203,CAMP_1004,Google Search,2024-01-23,5644.78,yashawinidevi@example.net,Bangalore,45-54,True,5644.78,1
CUST_000204,CAMP_1004,Google Search,2024-01-24,709.87,rajdamini@example.org,Mumbai,45-54,False,709.87,1
CUST_000205,CAMP_1004,Google Search,2024-01-24,6202.06,andrew93@example.org,Bangalore,45-54,False,6202.06,1
CUST_000206,CAMP_1004,Google Search,2024-01-24,6532.0,amaira85@example.com,Chennai,45-54,False,6532.0,1
CUST_000207,CAMP_1004,Google Search,2024-01-25,1655.06,ravinimrat@example.com,Chennai,45-54,False,1655.06,1
CUST_000208,CAMP_1004,Google Search,2024-01-25,2002.73,thomas19@example.org,Hyderabad,45-54,False,2002.73,1
CUST_000209,CAMP_1004,Google Search,2024-01-25,1088.53,darika18@example.com,Hyderabad,45-54,False,1088.53,1
CUST_000210,CAMP_1004,Google Search,2024-01-26,6891.5,farajmani@example.org,Ahmedabad,45-54,False,6891.5,1
CUST_000211,CAMP_1004,Google Search,2024-01-27,2399.02,gunbirhora@example.net,Kolkata,45-54,False,2399.02,1
CUST_000212,CAMP_1004,Google Search,2024-01-27,6699.46,trattan@example.com,Ahmedabad,45-54,False,6699.46,1
CUST_000213,CAMP_1004,Google Search,2024-01-28,7776.64,indrajitchaudhuri@example.org,Mumbai,45-54,True,7776.64,1
CUST_000214,CAMP_1004,Google Search,2024-01-28,4357.73,dkumar@example.org,Chennai,45-54,True,4357.73,1
CUST_000215,CAMP_1004,Google Search,2024-01-28,4884.04,goelekantika@example.com,Chennai,45-54,True,4884.04,1
CUST_000216,CAMP_1004,Google Search,2024-01-29,3173.65,kantlaksh@example.net,Ahmedabad,45-54,False,3173.65,1
CUST_000217,CAMP_1004,Google Search,2024-01-29,2867.49,balendraapte@example.net,Ahmedabad,45-54,True,2867.49,1
CUST_000218,CAMP_1004,Google Search,2024-01-29,2197.85,yahvi95@example.org,Pune,45-54,False,2197.85,1
CUST_000219,CAMP_1004,Google Search,2024-01-30,2011.55,vanyavasa@example.org,Delhi,45-54,False,2011.55,1
CUST_000220,CAMP_1004,Google Search,2024-01-30,7308.0,advaithatwal@example.net,Bangalore,45-54,False,7308.0,1
CUST_000221,CAMP_1004,Google Search,2024-01-30,3523.89,jkannan@example.com,Chennai,45-54,True,3523.89,1
CUST_000222,CAMP_1004,Google Search,2024-01-31,6114.52,sekhonvarsha@example.net,Hyderabad,45-54,False,6114.52,1
CUST_000223,CAMP_1004,Google Search,2024-01-31,834.6,lipika34@example.net,Mumbai,45-54,False,834.6,1
CUST_000224,CAMP_1004,Google Search,2024-01-31,3817.07,dhingraaarav@example.org,Kolkata,45-54,False,3817.07,1
CUST_000225,CAMP_1004,Google Search,2024-02-01,7219.77,chaudryekansh@example.org,Bangalore,45-54,True,7219.77,1
CUST_000226,CAMP_1004,Google Search,2024-02-01,6454.34,xalak06@example.com,Bangalore,45-54,False,6454.34,1
CUST_000227,CAMP_1004,Google Search,2024-02-01,5653.79,pranavanand@example.org,Chennai,45-54,False,5653.79,1
CUST_000228,CAMP_1004,Google Search,2024-02-02,1143.42,dubeekalinga@example.net,Kolkata,45-54,False,1143.42,1
CUST_000229,CAMP_1004,Google Search,2024-02-02,2952.33,rkaul@example.com,Bangalore,45-54,False,2952.33,1
CUST_000230,CAMP_1004,Google Search,2024-02-02,4456.02,ukalita@example.net,Delhi,45-54,False,4456.02,1
